"","Match_Date","Team","Player","DOB","Pos","Min","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA","KP","Final_Third","PPA","CrsPA","Prog"
"23621","10/5/2022","Dortmund","Emre Can",1993-04-28,"DM,CM",90,29,35,82.9,431,65,14,15,93.3,10,11,90.9,2,6,33.3,0,0,0,0,4,0,0,0
"23622","10/5/2022","Dortmund","Raphaël Guerreiro",1993-03-17,"LB",79,33,40,82.5,479,218,23,27,85.2,7,7,100,3,4,75,0,0.1,0.1,2,1,2,0,2
"23623","10/5/2022","Dortmund","Tom Rothe",2003-11-27,"LB",11,7,8,87.5,130,66,2,2,100,5,6,83.3,0,0,NA,0,0,0,0,0,0,0,0
"23624","10/5/2022","Dortmund","Nico Schlotterbeck",1999-02-02,"CB",90,36,44,81.8,654,237,14,16,87.5,18,20,90,3,7,42.9,0,0.1,0,1,0,0,0,1
"23625","10/5/2022","Dortmund","Niklas Süle",1995-08-09,"CB",90,41,45,91.1,750,233,20,20,100,16,18,88.9,4,6,66.7,0,0,0,0,1,1,0,1
"23626","10/5/2022","Dortmund","Thomas Meunier",1991-08-28,"RB",90,50,64,78.1,856,476,26,29,89.7,19,23,82.6,4,6,66.7,0,0.4,0.2,3,4,0,0,4
"23627","10/5/2022","Dortmund","Alexander Meyer",1990-10-28,"GK",90,30,43,69.8,899,549,5,5,100,12,12,100,13,26,50,0,0,0,0,0,0,0,0
"23628","10/5/2022","Juventus","Dušan Vlahović",1999-05-29,"FW",72,20,26,76.9,400,15,7,9,77.8,8,10,80,4,5,80,0,0,0,0,1,0,0,0
"23629","10/5/2022","Juventus","Moise Kean",1999-07-30,"FW",18,2,3,66.7,29,0,1,1,100,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"23630","10/5/2022","Juventus","Filip Kostić",1991-12-06,"LW",65,23,30,76.7,354,78,14,17,82.4,8,9,88.9,1,3,33.3,0,0.3,0.1,1,3,0,0,2
"23631","10/5/2022","Juventus","Manuel Locatelli",1997-04-19,"LM",25,18,20,90,261,121,9,10,90,5,5,100,1,1,100,0,0.3,0,1,1,0,0,1
"23632","10/5/2022","Juventus","Ángel Di María",1987-07-05,"RW",90,39,56,69.6,755,301,21,25,84,8,13,61.5,10,15,66.7,3,1.4,0.8,6,4,4,0,8
"23633","10/5/2022","Juventus","Adrien Rabiot",1994-10-07,"LM,LW",90,35,42,83.3,490,119,22,23,95.7,10,14,71.4,2,3,66.7,0,0,0,1,4,2,0,4
"23634","10/5/2022","Juventus","Leandro Paredes",1994-03-30,"CM",84,54,58,93.1,917,374,26,27,96.3,24,25,96,3,4,75,0,0,0,0,4,0,0,3
"23635","10/5/2022","Juventus","Fabio Miretti",2003-06-06,"CM",6,4,7,57.1,78,37,1,3,33.3,3,3,100,0,0,NA,0,0,0,0,0,0,0,0
"23636","10/5/2022","Juventus","Weston McKennie",1998-07-27,"RM",90,35,45,77.8,513,196,20,24,83.3,13,15,86.7,1,2,50,0,0,0,0,3,0,0,1
"23637","10/5/2022","Juventus","Mattia De Sciglio",1991-11-12,"LB",45,26,33,78.8,432,182,13,13,100,11,12,91.7,2,4,50,0,0,0,1,3,1,1,3
"23638","10/5/2022","Juventus","Alex Sandro",1990-05-27,"LB",45,19,22,86.4,337,155,11,11,100,6,9,66.7,2,2,100,0,0,0,0,2,0,0,2
"23639","10/5/2022","Juventus","Danilo",1991-05-02,"CB,RB",90,50,59,84.7,912,352,19,22,86.4,25,29,86.2,6,8,75,0,0.1,0,1,1,0,0,3
"23640","10/5/2022","Juventus","Gleison Bremer",1996-09-04,"CB",90,35,44,79.5,690,368,9,11,81.8,24,27,88.9,2,6,33.3,0,0,0,0,0,0,0,1
"23641","10/5/2022","Juventus","Juan Cuadrado",1988-01-23,"RB",65,40,46,87,803,316,16,17,94.1,18,22,81.8,6,6,100,0,0.1,0,2,3,0,0,2
"23642","10/5/2022","Juventus","Leonardo Bonucci",1986-12-04,"CB",25,14,16,87.5,260,161,8,8,100,4,5,80,2,3,66.7,0,0,0,0,1,0,0,0
"23643","10/5/2022","Juventus","Wojciech Szczęsny",1989-11-07,"GK",90,31,33,93.9,725,447,7,7,100,16,16,100,7,9,77.8,0,0,0,0,0,0,0,0
"23644","10/5/2022","Maccabi Haifa","Mavis Tchibota",1995-12-14,"FW",59,12,17,70.6,128,21,8,9,88.9,3,5,60,0,0,NA,0,0,0.1,1,1,1,0,1
"23645","10/5/2022","Maccabi Haifa","Omer Atzili",1993-05-25,"RM,FW",31,13,19,68.4,220,61,6,9,66.7,4,4,100,2,3,66.7,0,0,0,0,1,0,0,2
"23646","10/5/2022","Maccabi Haifa","Frantzdy Pierrot",1996-04-17,"FW",71,7,11,63.6,73,1,4,4,100,2,3,66.7,0,0,NA,0,0,0,2,0,0,0,0
"23647","10/5/2022","Maccabi Haifa","Dean David",1995-08-28,"FW,CM",19,2,4,50,20,3,0,1,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0
"23648","10/5/2022","Maccabi Haifa","Mohammad Abu Fani",1997-11-23,"CM",71,32,39,82.1,566,129,12,15,80,13,14,92.9,5,6,83.3,0,0.1,0.1,2,5,1,0,3
"23649","10/5/2022","Maccabi Haifa","Neta Lavi",1996-07-21,"DM,CM",19,18,23,78.3,364,145,7,9,77.8,7,9,77.8,4,4,100,0,0,0,1,3,0,0,3
"23650","10/5/2022","Maccabi Haifa","Tjaronn Chery",1988-02-10,"CM",90,40,48,83.3,642,199,21,24,87.5,14,14,100,4,8,50,1,1.6,0.6,4,4,1,1,2
"23651","10/5/2022","Maccabi Haifa","Ali Mohamed",1994-10-16,"CM",83,55,60,91.7,848,244,26,28,92.9,28,28,100,1,1,100,0,0,0,0,11,1,0,7
"23652","10/5/2022","Maccabi Haifa","Nikita Rukavytsya",1987-03-18,"CM",7,4,5,80,37,23,3,3,100,0,1,0,0,0,NA,0,0,0,1,0,0,0,1
"23653","10/5/2022","Maccabi Haifa","Pierre Cornud",1996-02-25,"LB",59,26,32,81.3,365,146,16,16,100,9,13,69.2,0,0,NA,0,0,0,1,1,1,1,3
"23654","10/5/2022","Maccabi Haifa","Dolev Haziz",1995-04-11,"LM,LB",31,17,22,77.3,267,100,9,10,90,7,9,77.8,1,2,50,0,0.1,0.2,2,3,2,1,2
"23655","10/5/2022","Maccabi Haifa","Sean Goldberg",1995-02-26,"CB,LB",90,47,53,88.7,784,334,25,27,92.6,18,20,90,3,4,75,0,0.1,0.1,2,2,0,0,4
"23656","10/5/2022","Maccabi Haifa","Dylan Batubinsika",1995-07-05,"CB",90,29,33,87.9,495,230,15,15,100,11,12,91.7,3,4,75,0,0,0,0,2,0,0,1
"23657","10/5/2022","Maccabi Haifa","Abdoulaye Seck",1992-02-09,"CB",90,42,46,91.3,672,227,19,19,100,22,23,95.7,0,2,0,0,0,0,0,0,0,0,0
"23658","10/5/2022","Maccabi Haifa","Daniel Sundgren",1990-01-17,"RB",90,55,66,83.3,919,362,25,27,92.6,26,30,86.7,4,6,66.7,0,0,0.1,1,3,3,0,7
"23659","10/5/2022","Maccabi Haifa","Josh Cohen",1992-07-08,"GK",90,29,38,76.3,753,535,5,5,100,17,17,100,7,16,43.8,0,0,0,0,0,0,0,0
"23660","10/11/2022","FC Copenhagen","Viktor Claesson",1991-04-03,"FW",90,14,23,60.9,197,30,7,13,53.8,6,8,75,0,1,0,0,0,0,0,0,0,0,1
"23661","10/11/2022","FC Copenhagen","Mohammed Daramy",2001-04-10,"LW,LM",90,13,21,61.9,192,36,8,11,72.7,4,5,80,1,2,50,0,0,0.1,0,0,0,0,1
"23662","10/11/2022","FC Copenhagen","Hákon Arnar Haraldsson",2002-10-13,"RW",58,16,21,76.2,191,51,7,7,100,6,8,75,0,2,0,0,0,0,0,1,0,0,1
"23663","10/11/2022","FC Copenhagen","Ísak Jóhannesson",2002-09-07,"RM",32,11,16,68.8,183,36,7,7,100,1,3,33.3,2,4,50,0,0,0,0,0,0,0,1
"23664","10/11/2022","FC Copenhagen","Victor Bernth Kristiansen",2002-02-25,"LM,LB",90,34,46,73.9,471,120,23,26,88.5,8,12,66.7,2,6,33.3,0,0,0,0,3,0,0,4
"23665","10/11/2022","FC Copenhagen","Lukas Lerager",1993-04-19,"CM",90,31,36,86.1,483,104,18,19,94.7,8,9,88.9,3,4,75,0,0,0,0,3,0,0,3
"23666","10/11/2022","FC Copenhagen","Marko Stamenic",2001-07-05,"CM",89,37,41,90.2,618,82,17,18,94.4,17,18,94.4,3,4,75,0,0,0,0,2,0,0,1
"23667","10/11/2022","FC Copenhagen","Paul Mukairu",1999-05-03,"CM",1,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"23668","10/11/2022","FC Copenhagen","Elias Jelert",2003-02-16,"RM,RB",90,31,38,81.6,533,111,15,15,100,13,17,76.5,2,3,66.7,0,0.1,0,1,2,0,0,2
"23669","10/11/2022","FC Copenhagen","Valdemar Jensen",2003-01-17,"CB",90,48,56,85.7,931,259,10,12,83.3,34,37,91.9,3,5,60,0,0,0,0,5,1,0,3
"23670","10/11/2022","FC Copenhagen","Nicolai Boilesen",1991-07-02,"CB",90,71,74,95.9,1252,484,23,23,100,44,45,97.8,4,6,66.7,0,0,0,1,3,1,0,1
"23671","10/11/2022","FC Copenhagen","Davit Khocholava",1992-06-15,"CB",79,54,58,93.1,1084,314,15,17,88.2,34,35,97.1,5,5,100,0,0,0,0,5,0,0,4
"23672","10/11/2022","FC Copenhagen","Kevin Diks",1996-10-07,"CB",11,10,13,76.9,199,31,3,4,75,5,5,100,2,4,50,0,0,0,0,1,0,0,0
"23673","10/11/2022","FC Copenhagen","Kamil Grabara",1998-04-13,"GK",90,23,31,74.2,642,433,2,2,100,14,14,100,7,15,46.7,0,0,0,0,0,0,0,0
"23674","10/11/2022","Manchester City","Julián Álvarez",1999-05-29,"FW",90,15,15,100,156,17,14,14,100,1,1,100,0,0,NA,0,0,0,0,1,0,0,0
"23675","10/11/2022","Manchester City","Jack Grealish",1995-08-17,"FW,LW",76,36,38,94.7,478,101,28,29,96.6,6,7,85.7,2,2,100,0,0.3,0.1,3,1,0,0,2
"23676","10/11/2022","Manchester City","Phil Foden",2000-01-18,"CM",14,6,7,85.7,118,28,1,1,100,5,5,100,0,0,NA,0,0,0,1,1,0,0,0
"23677","10/11/2022","Manchester City","Riyad Mahrez",1990-07-12,"RW",31,16,18,88.9,260,25,9,9,100,5,6,83.3,2,3,66.7,0,0.1,0,1,0,0,0,0
"23678","10/11/2022","Manchester City","Rúben Dias",1996-12-21,"CB,LB",59,54,58,93.1,892,254,25,25,100,27,28,96.4,2,3,66.7,0,0,0,0,2,0,0,2
"23679","10/11/2022","Manchester City","Kevin De Bruyne",1991-03-23,"CM,AM,RM",76,26,39,66.7,502,121,16,18,88.9,5,10,50,5,9,55.6,0,0,0.1,1,2,1,1,3
"23680","10/11/2022","Manchester City","Bernardo Silva",1994-06-16,"CM",14,14,16,87.5,239,2,6,8,75,8,8,100,0,0,NA,0,0,0,1,0,0,0,0
"23681","10/11/2022","Manchester City","İlkay Gündoğan",1989-11-14,"CM,DM,LM",90,74,80,92.5,1080,178,44,47,93.6,26,27,96.3,3,4,75,0,0,0,0,4,0,0,0
"23682","10/11/2022","Manchester City","Rodri",1996-03-09,"CB,DM,CM",90,111,124,89.5,2069,545,43,47,91.5,55,58,94.8,12,15,80,0,0.1,0.1,1,15,0,0,7
"23683","10/11/2022","Manchester City","Sergio Gómez",2000-08-03,"LB",29,22,24,91.7,438,71,7,7,100,12,13,92.3,3,4,75,0,0,0,0,2,0,0,0
"23684","10/11/2022","Manchester City","Aymeric Laporte",1994-01-17,"CB",87,65,70,92.9,1007,237,33,33,100,30,31,96.8,1,4,25,0,0,0,0,12,0,0,0
"23685","10/11/2022","Manchester City","Nathan Aké",1994-07-05,"CB",3,5,5,100,104,47,2,2,100,2,2,100,1,1,100,0,0,0,0,1,0,0,1
"23686","10/11/2022","Manchester City","Manuel Akanji",1995-05-03,"WB,CB",90,60,64,93.8,994,193,26,27,96.3,31,32,96.9,2,4,50,0,0,0,1,4,0,0,1
"23687","10/11/2022","Manchester City","João Cancelo",1994-01-17,"WB,RB",90,63,79,79.7,915,157,40,43,93,19,27,70.4,3,5,60,0,0.1,0,1,2,0,0,2
"23688","10/11/2022","Manchester City","Ederson",1993-06-30,"GK",90,30,40,75,754,442,8,8,100,14,14,100,8,17,47.1,0,0,0,0,0,0,0,0
"23689","10/11/2022","Maccabi Haifa","Frantzdy Pierrot",1996-04-11,"FW",85,10,16,62.5,93,7,8,11,72.7,1,1,100,0,0,NA,1,0.1,0,2,0,1,0,1
"23690","10/11/2022","Maccabi Haifa","Nikita Rukavytsya",1987-03-12,"FW",5,3,3,100,16,3,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"23691","10/11/2022","Maccabi Haifa","Dean David",1995-08-22,"LW,LM",70,9,16,56.3,91,20,5,8,62.5,2,4,50,0,1,0,0,0,0,0,0,0,0,1
"23692","10/11/2022","Maccabi Haifa","Mohammad Abu Fani",1997-11-17,"LM",20,8,8,100,94,28,4,4,100,3,3,100,0,0,NA,0,0,0,0,2,1,0,1
"23693","10/11/2022","Maccabi Haifa","Tjaronn Chery",1988-02-04,"RW,RM",90,34,50,68,470,134,23,28,82.1,6,11,54.5,3,8,37.5,0,0.1,0.1,1,3,1,0,3
"23694","10/11/2022","Maccabi Haifa","Ali Mohamed",1995-10-10,"LM,CM",85,42,47,89.4,607,183,25,26,96.2,15,18,83.3,1,1,100,0,0,0,0,6,1,0,6
"23695","10/11/2022","Maccabi Haifa","Mavis Tchibota",1995-12-08,"CM",5,2,3,66.7,22,7,2,2,100,0,1,0,0,0,NA,0,0,0,0,0,0,0,0
"23696","10/11/2022","Maccabi Haifa","Neta Lavi",1996-07-15,"CM",90,42,51,82.4,692,225,21,24,87.5,16,17,94.1,4,6,66.7,0,0.1,0,4,6,1,0,5
"23697","10/11/2022","Maccabi Haifa","Omer Atzili",1993-05-19,"RM",65,18,26,69.2,281,135,11,12,91.7,6,9,66.7,1,3,33.3,0,0,0.1,1,1,2,1,2
"23698","10/11/2022","Maccabi Haifa","Abdoulaye Seck",1992-02-03,"CB",25,5,8,62.5,192,105,0,1,0,2,3,66.7,3,4,75,0,0,0,0,2,0,0,0
"23699","10/11/2022","Maccabi Haifa","Pierre Cornud",1996-02-19,"LB",70,22,30,73.3,372,188,12,13,92.3,8,11,72.7,2,4,50,1,0.3,0.4,3,1,3,3,2
"23700","10/11/2022","Maccabi Haifa","Sun Menachem",1993-08-11,"LB",20,5,10,50,84,50,1,2,50,3,5,60,0,1,0,0,0,0,0,1,0,0,1
"23701","10/11/2022","Maccabi Haifa","Sean Goldberg",1995-02-20,"CB",90,19,25,76,394,174,3,5,60,13,14,92.9,3,5,60,0,0,0,1,0,0,0,1
"23702","10/11/2022","Maccabi Haifa","Dylan Batubinsika",1995-06-29,"CB",90,19,23,82.6,312,124,8,9,88.9,11,11,100,0,2,0,0,0,0,0,1,0,0,0
"23703","10/11/2022","Maccabi Haifa","Daniel Sundgren",1990-01-11,"RB",90,43,57,75.4,654,381,25,31,80.6,15,20,75,2,3,66.7,0,0,0,0,7,0,0,3
"23704","10/11/2022","Maccabi Haifa","Josh Cohen",1992-07-02,"GK",90,12,25,48,431,367,4,4,100,2,2,100,6,19,31.6,0,0,0,0,1,0,0,0
"23705","10/11/2022","Juventus","Dušan Vlahović",1999-05-23,"FW",90,11,17,64.7,168,17,6,9,66.7,5,6,83.3,0,1,0,0,0,0,0,0,0,0,1
"23706","10/11/2022","Juventus","Ángel Di María",1987-06-29,"FW",23,4,7,57.1,99,35,3,3,100,0,0,NA,1,4,25,0,0,0,0,3,0,0,1
"23707","10/11/2022","Juventus","Arkadiusz Milik",1993-07-25,"FW",67,19,29,65.5,265,32,9,10,90,6,12,50,1,3,33.3,0,0,0.1,1,2,0,0,1
"23708","10/11/2022","Juventus","Juan Cuadrado",1988-01-17,"LM,RB,RM",90,49,60,81.7,869,340,21,23,91.3,21,25,84,5,8,62.5,0,0.2,0.2,4,3,3,2,8
"23709","10/11/2022","Juventus","Adrien Rabiot",1994-10-01,"CM",90,42,52,80.8,679,150,24,28,85.7,15,20,75,3,3,100,0,0,0.1,0,4,1,0,4
"23710","10/11/2022","Juventus","Leandro Paredes",1994-03-24,"CM",90,25,30,83.3,496,182,8,9,88.9,12,13,92.3,4,6,66.7,0,0.1,0.2,1,6,0,0,2
"23711","10/11/2022","Juventus","Weston McKennie",1998-07-21,"RM",45,11,19,57.9,150,32,6,8,75,4,7,57.1,0,0,NA,0,0,0,0,0,1,0,1
"23712","10/11/2022","Juventus","Filip Kostić",1991-11-30,"LM,LB,RM",45,25,39,64.1,373,107,14,16,87.5,7,11,63.6,2,8,25,0,0,0,1,4,0,0,4
"23713","10/11/2022","Juventus","Alex Sandro",1990-05-21,"LB",73,53,62,85.5,856,221,30,32,93.8,17,23,73.9,6,7,85.7,0,0,0,0,6,0,0,4
"23714","10/11/2022","Juventus","Matìas Soulé",2002-10-23,"RM",17,9,10,90,132,17,6,7,85.7,2,2,100,1,1,100,0,0.1,0,1,1,0,0,1
"23715","10/11/2022","Juventus","Daniele Rugani",1994-05-23,"CB",90,48,55,87.3,798,340,19,20,95,25,26,96.2,3,7,42.9,0,0,0,0,3,0,0,0
"23716","10/11/2022","Juventus","Leonardo Bonucci",1986-11-28,"CB",90,48,54,88.9,1165,574,9,10,90,28,29,96.6,10,13,76.9,0,0,0,0,9,0,0,7
"23717","10/11/2022","Juventus","Danilo",1991-04-26,"RB",67,26,34,76.5,415,140,14,14,100,10,10,100,2,8,25,0,0,0,1,3,0,0,1
"23718","10/11/2022","Juventus","Moise Kean",1999-07-24,"LM",23,5,6,83.3,109,25,1,1,100,3,3,100,1,2,50,0,0,0,0,1,0,0,0
"23719","10/11/2022","Juventus","Wojciech Szczęsny",1989-11-01,"GK",90,19,24,79.2,430,304,2,2,100,13,13,100,3,8,37.5,0,0,0,0,0,0,0,0
"23720","10/11/2022","Celtic","Kyogo Furuhashi",1994-05-08,"FW",65,6,15,40,66,16,4,8,50,1,2,50,0,3,0,0,0,0,0,2,0,0,0
"23721","10/11/2022","Celtic","Giorgos Giakoumakis",1994-02-13,"FW",25,1,3,33.3,18,3,0,2,0,1,1,100,0,0,NA,0,0,0,0,0,0,0,0
"23722","10/11/2022","Celtic","Daizen Maeda",1996-11-04,"LW",79,14,24,58.3,189,50,8,12,66.7,5,6,83.3,0,2,0,0,0,0,0,0,0,0,0
"23723","10/11/2022","Celtic","Alexandro Bernabei",2000-09-12,"LW",11,4,4,100,70,6,1,1,100,3,3,100,0,0,NA,0,0,0,1,0,0,0,0
"23724","10/11/2022","Celtic","Liel Abada",2001-09-30,"RW",41,7,13,53.8,108,45,4,5,80,3,6,50,0,1,0,0,0.4,0.5,2,0,3,1,2
"23725","10/11/2022","Celtic","James Forrest",1991-04-10,"RW",49,15,24,62.5,236,78,9,12,75,5,9,55.6,1,3,33.3,0,0.5,0.3,2,1,2,1,2
"23726","10/11/2022","Celtic","Sead Haksabanović",1998-12-01,"AM",65,20,24,83.3,396,199,7,9,77.8,10,12,83.3,3,3,100,0,0.4,0.5,3,1,2,0,5
"23727","10/11/2022","Celtic","David Turnbull",1999-04-14,"AM",25,14,17,82.4,212,39,9,10,90,5,7,71.4,0,0,NA,0,0,0,0,2,0,0,1
"23728","10/11/2022","Celtic","Reo Hatate",1997-01-07,"DM",65,25,34,73.5,396,150,9,14,64.3,13,14,92.9,1,3,33.3,0,0,0.1,0,1,1,0,3
"23729","10/11/2022","Celtic","Aaron Mooy",1990-08-28,"DM",25,11,15,73.3,112,59,8,10,80,1,2,50,0,1,0,0,0.1,0.5,2,0,1,1,2
"23730","10/11/2022","Celtic","Matt O'Riley",2000-01-07,"DM",90,41,49,83.7,749,266,19,21,90.5,17,19,89.5,5,7,71.4,0,0.2,0.1,1,3,2,0,6
"23731","10/11/2022","Celtic","Greg Taylor",1996-12-06,"LB",90,59,73,80.8,916,446,24,30,80,29,33,87.9,2,4,50,0,0.1,0.1,2,5,2,0,6
"23732","10/11/2022","Celtic","Moritz Jenz",1998-11-23,"CB",90,63,69,91.3,1215,443,12,14,85.7,50,53,94.3,1,2,50,0,0,0,0,2,0,0,2
"23733","10/11/2022","Celtic","Cameron Carter-Vickers",1997-03-28,"CB",90,47,52,90.4,911,172,8,8,100,35,40,87.5,4,4,100,0,0,0,0,2,0,0,0
"23734","10/11/2022","Celtic","Josip Juranović",1995-06-28,"RB",90,33,40,82.5,596,254,9,10,90,23,24,95.8,1,4,25,0,0,0,0,6,0,0,2
"23735","10/11/2022","Celtic","Joe Hart",1986-11-04,"GK",90,22,24,91.7,525,336,3,3,100,16,16,100,2,4,50,0,0,0,0,0,0,0,0
"23736","10/11/2022","RB Leipzig","André Silva",1994-12-09,"FW",75,22,29,75.9,308,108,12,15,80,9,13,69.2,0,0,NA,1,0.2,0.3,2,2,2,0,5
"23737","10/11/2022","RB Leipzig","Yussuf Poulsen",1994-02-24,"RW",15,2,5,40,22,3,2,4,50,0,1,0,0,0,NA,0,0,0,0,0,0,0,0
"23738","10/11/2022","RB Leipzig","Timo Werner",1995-08-06,"LW,FW",90,43,56,76.8,602,203,24,29,82.8,13,19,68.4,2,2,100,1,0.3,0.3,2,2,4,0,7
"23739","10/11/2022","RB Leipzig","Dominik Szoboszlai",1999-11-14,"RW",75,40,46,87,686,207,17,20,85,16,18,88.9,4,5,80,0,0.2,0.2,2,3,3,0,7
"23740","10/11/2022","RB Leipzig","Emil Forsberg",1990-11-12,"LW",15,4,5,80,74,34,2,3,66.7,1,1,100,1,1,100,0,0,0.1,0,1,1,0,1
"23741","10/11/2022","RB Leipzig","Christopher Nkunku",1996-12-24,"AM",87,24,25,96,399,104,10,10,100,12,12,100,1,2,50,0,0.1,0.2,1,3,1,0,3
"23742","10/11/2022","RB Leipzig","Hugo Novoa",2002-03-29,"AM",3,3,4,75,57,2,2,2,100,0,0,NA,1,1,100,0,0,0,0,0,0,0,0
"23743","10/11/2022","RB Leipzig","Xaver Schlager",1997-09-21,"DM",90,56,61,91.8,1059,376,18,20,90,34,35,97.1,3,4,75,0,0,0.1,0,8,2,0,5
"23744","10/11/2022","RB Leipzig","Amadou Haidara",1997-05-29,"DM",82,51,57,89.5,830,286,22,23,95.7,21,24,87.5,4,5,80,0,0.3,0.2,1,6,1,0,10
"23745","10/11/2022","RB Leipzig","Abdou Diallo",1995-12-02,"DM",8,8,9,88.9,187,42,2,3,66.7,4,4,100,2,2,100,0,0,0,0,1,1,0,1
"23746","10/11/2022","RB Leipzig","David Raum",1997-11-07,"LB",90,63,78,80.8,992,297,33,38,86.8,26,29,89.7,3,8,37.5,0,0.4,0.8,2,1,3,2,2
"23747","10/11/2022","RB Leipzig","Joško Gvardiol",2001-05-12,"CB",90,82,90,91.1,1844,666,20,21,95.2,48,51,94.1,13,16,81.3,0,0,0,0,7,0,0,2
"23748","10/11/2022","RB Leipzig","Willi Orban",1991-12-04,"CB",90,72,76,94.7,1616,560,18,19,94.7,41,43,95.3,13,14,92.9,0,0,0,0,3,0,0,2
"23749","10/11/2022","RB Leipzig","Mohamed Simakan",1999-11-29,"RB",75,46,59,78,728,150,21,26,80.8,20,23,87,3,6,50,0,0.1,0,1,2,1,1,4
"23750","10/11/2022","RB Leipzig","Benjamin Henrichs",1996-07-14,"RB",15,9,10,90,189,42,2,2,100,5,6,83.3,2,2,100,0,0,0,0,0,0,0,0
"23751","10/11/2022","RB Leipzig","Janis Blaswich",1990-11-29,"GK",90,40,47,85.1,981,467,6,6,100,27,28,96.4,7,12,58.3,0,0,0,0,1,0,0,0
"23752","10/11/2022","Dortmund","Anthony Modeste",1987-10-25,"FW",63,4,5,80,60,0,2,3,66.7,2,2,100,0,0,NA,0,0,0,0,0,0,0,0
"23753","10/11/2022","Dortmund","Youssoufa Moukoko",2004-01-04,"FW",27,1,2,50,14,0,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
"23754","10/11/2022","Dortmund","Donyell Malen",1998-05-05,"LW",70,11,16,68.8,117,19,9,10,90,1,3,33.3,0,2,0,0,0,0,0,1,0,0,0
"23755","10/11/2022","Dortmund","Gio Reyna",2001-12-21,"RW,LW",20,6,9,66.7,69,18,3,4,75,2,2,100,0,1,0,0,0,0,0,1,0,0,0
"23756","10/11/2022","Dortmund","Karim Adeyemi",2001-05-02,"RW",70,10,14,71.4,113,31,9,11,81.8,1,1,100,0,1,0,0,0.1,0,1,1,0,0,1
"23757","10/11/2022","Dortmund","Thorgan Hazard",1992-09-21,"LW",20,8,12,66.7,116,34,6,7,85.7,1,2,50,1,2,50,0,0,0,1,0,0,0,0
"23758","10/11/2022","Dortmund","Julian Brandt",1995-11-28,"AM",90,29,33,87.9,414,124,13,16,81.3,12,13,92.3,1,1,100,0,0.1,0.1,1,1,0,0,2
"23759","10/11/2022","Dortmund","Salih Özcan",1997-04-19,"DM",90,48,55,87.3,666,129,27,29,93.1,14,15,93.3,2,4,50,0,0,0,1,3,0,0,1
"23760","10/11/2022","Dortmund","Jude Bellingham",2003-03-22,"DM",90,47,60,78.3,846,213,22,24,91.7,21,26,80.8,4,7,57.1,0,0,0.1,1,6,0,0,7
"23761","10/11/2022","Dortmund","Tom Rothe",2003-11-21,"LB",45,24,37,64.9,334,139,13,22,59.1,10,12,83.3,0,1,0,0,0,0,0,4,1,0,4
"23762","10/11/2022","Dortmund","Raphaël Guerreiro",1993-03-11,"LB",45,32,40,80,474,112,19,21,90.5,11,16,68.8,1,1,100,0,0,0,0,2,1,0,3
"23763","10/11/2022","Dortmund","Mats Hummels",1988-02-29,"CB",90,77,86,89.5,1552,503,27,30,90,41,42,97.6,9,13,69.2,0,0,0,0,2,1,0,2
"23764","10/11/2022","Dortmund","Niklas Süle",1995-08-03,"CB,RB",90,89,94,94.7,1840,516,33,34,97.1,35,37,94.6,19,20,95,0,0,0,0,10,0,0,5
"23765","10/11/2022","Dortmund","Thomas Meunier",1991-08-22,"RB",82,58,71,81.7,831,196,32,34,94.1,26,33,78.8,0,3,0,1,0.1,0.3,1,2,0,0,2
"23766","10/11/2022","Dortmund","Nico Schlotterbeck",1999-01-27,"CB",8,9,10,90,204,50,3,3,100,5,5,100,1,2,50,0,0,0,0,0,0,0,0
"23767","10/11/2022","Dortmund","Gregor Kobel",1997-02-06,"GK",90,26,29,89.7,514,369,10,10,100,12,12,100,4,7,57.1,0,0,0,0,0,0,0,0
"23768","10/11/2022","Sevilla","Youssef En-Nesyri",1997-01-26,"FW",58,8,8,100,74,6,6,6,100,1,1,100,0,0,NA,0,0,0,1,0,1,0,1
"23769","10/11/2022","Sevilla","Isco",1991-11-07,"FW,LW",32,13,19,68.4,232,71,7,11,63.6,4,5,80,1,1,100,0,0,0,0,2,0,0,3
"23770","10/11/2022","Sevilla","Érik Lamela",1991-08-03,"LW,FW",90,23,32,71.9,373,38,13,16,81.3,8,13,61.5,1,2,50,0,0,0,0,2,0,0,1
"23771","10/11/2022","Sevilla","Suso",1993-01-04,"RW",58,20,26,76.9,337,85,11,14,78.6,8,8,100,1,2,50,0,0,0,1,2,0,0,1
"23772","10/11/2022","Sevilla","Adnan Januzaj",1994-06-09,"RW",32,6,10,60,71,7,4,5,80,2,3,66.7,0,1,0,0,0,0,0,0,0,0,0
