"","Player_Name","DOB","Position"
"6887","Antoine Griezmann","1991-03-21","RW"
"6888","Nahuel Molina","1998-04-06","RM"
"6889","João Félix","1999-11-10","LW"
"6890","Franck Kessié","1996-12-18","DM"
"6891","Ferrán Torres","2000-02-29","AM"
"6892","Pablo Torre","2003-04-03","FW"
"6893","Edson Álvarez","1997-10-23","CM"
"6894","Steven Bergwijn","1997-10-07","RW"
"6895","Steven Berghuis","1991-12-19","LM"
"6896","Owen Wijndal","1999-11-28","LB"
"6897","Kenneth Taylor","2002-05-16","RM"
"6898","Kudus Mohammed","2000-08-01","RM"
"6899","Florian Grillitsch","1995-08-07","CM"
"6900","Francisco Conceição","2002-12-14","LM"
"6901","Stefan Bajcetic","2004-10-21","CM"
"6902","Piotr Zieliński","1994-05-20","CM"
"6903","Rıdvan Yılmaz","2001-05-20","LB"
"6904","James Sands","2000-07-05","DM"
"6905","Borna Barišić","1992-11-09","CB"
"6906","Iván Marcano","1987-06-23","CB"
"6907","Gonçalo Borges","2001-03-28","LW"
"6908","Bernardo Folha","2002-03-23","RM"
"6909","Bernardo Folha","2002-03-23","LW"
"6910","Jutglà","1999-02-01","AM"
"6911","Noa Lang","1999-06-17","FW"
"6912","Bjorn Meijer","2003-03-18","CB"
"6913","Tajon Buchanan","1999-02-08","RW"
"6914","Tajon Buchanan","1999-02-08","WB"
"6915","Kamal Sowah","2000-01-09","CM"
"6916","Kamal Sowah","2000-01-09","AM"
"6917","Casper Nielsen","1994-04-29","DM"
"6918","Andreas Skov Olsen","1999-12-29","WB"
"6919","Andreas Skov Olsen","1999-12-29","CM"
"6920","Cyle Larin","1995-04-17","FW"
"6921","Cyle Larin","1995-04-17","AM"
"6922","Calvin Ramsay","2003-07-31","RB"
"6923","Fabio Carvalho","2002-08-30","FW"
"6924","Andre-Frank Zambo Anguissa","1995-11-16","CM"
"6925","Scott Arfield","1988-10-31","DM"
"6926","Scott Wright","1997-08-07","AM"
"6927","Alexander lowry","2003-06-23","DM"
"6928","Devyne Rensch","2003-01-18","LB"
"6929","Arthur","1998-07-03","WB"
"6930","Jovane Cabral","1998-06-14","AM"
"6931","Dario Essugo","2005-03-13","CM"
"6932","Daichi Kamada","1996-08-04","RW"
"6933","Junior Dina Ebimbe","2000-11-20","RM"
"6934","Luca Pellegrini","1999-03-07","LM"
"6935","Faride Alidou","2001-07-17","LW"
"6936","Ansgar Knauff","2002-01-10","RM"
"6937","Luis Javier Suárez","1997-12-02","CM"
"6938","Cengiz Ünder","1997-07-13","CM"
"6939","Ivan Perišić","1989-02-01","RM"
"6940","Ryan Sessegnon","2000-05-17","RM"
"6941","Lucas Moura","1992-08-12","RW"
"6942","Rodrigo Bentancur","1997-06-24","LW"
"6943","Bryan","2001-02-10","FW"
"6944","Paul Wanner","2005-12-23","RW"
"6945","Valentin Carboni","2005-03-04","FW"
"6946","Aleš Čermák","1994-10-01","DM"
"6947","Adam Kronus","2002-07-29","LW"
"6948","Iñaki Peña","1999-03-02","GK"
"6949","Pablo Torre","2003-04-03","LM"
"6950","Marc Casado","2003-09-14","CM"
"6951","Alvaro Sanz","2001-02-13","LM"
"6952","Jesús Vallejo","1997-01-04","CB"
"6953","Carl Starfelt","1995-06-01","CB"
"6954","Aaron Mooy","1990-09-15","CM"
"6955","David Turnbull","1999-07-10","CM"
"6956","Andriy Totovytskyi","1993-01-19","LM"
"6957","Dmytro Kryskiv","2000-10-05","CM"
"6958","Dani Olmo","1998-05-07","RW"
"6959","Cole Palmer","2002-05-06","AM"
"6960","Rafa Mir","1997-06-17","RM"
"6961","Suso","1993-11-19","FW"
"6962","Érik Lamela","1992-03-03","LM"
"6963","Denis Zakaria","1996-11-19","LM"
"6964","Ruben Loftus-Cheek","1996-01-23","LM"
"6965","Arijan Ademi","1991-05-29","RM"
"6966","Luka Ivanušec","1998-11-26","LM"
"6967","Mahir Madatov","1997-06-30","RW"
"6968","Marko Bulat","2001-09-25","RM"
"6969","William Clem","2004-06-19","CM"
"6970","Orri Steinn Óskarsson","2004-08-28","LW"
"6971","Donyell Malen","1999-01-19","AM"
"6972","Soumaïla Coulibaly","2003-10-14","LB"
"6973","Matìas Soulé","2003-04-15","DM"
"6974","Tommaso Barbieri","2002-08-26","DM"
"6975","Enzo Barrenechea","2001-05-21","WB"
"6976","Junior Messias","1991-05-13","LW"
"6977","Matteo Gabbia","1999-10-21","RB"
"6978","Dijon Kameri","2004-04-19","DM"
"6979","Andreas Ulmer","1985-10-29","LB"
"6980","Ali Mohamed","1995-10-07","RM"
"6981","Ali Mohamed","1995-10-07","RB"
"6982","Tjaronn Chery","1988-06-03","LW"
"6983","Dean David","1996-03-13","RW"
"6984","Raz Meir","1996-11-29","RB"
"6985","Omer Atzili","1993-07-26","RW"
"6986","Mavis Tchibota","1996-05-06","LW"
"6987","Ofri Arad","1998-09-11","RB"
"6988","David Neres","1997-03-02","RM"
"6989","João Mário","1993-01-18","CM"
"6990","Lucas Veríssimo","1995-07-02","CB"
"6991","Diogo Gonçalves","1997-02-05","RM"
"6992","Chiquinho","1995-07-19","LM"
"6993","Henrique Araújo","2002-01-19","FW"
"6994","Gianluca Vivan","1983-12-27","GK"
"6995","Manuel Miori","2000-04-27","RB"
"6996","Lorenzo Fatica","1988-08-30","CB"
"6997","Moises Sanchez","2000-08-01","CB"
"6998","Ramiro Lago","1987-10-14","AM"
"6999","Andrea Grassi","1993-09-30","AM"
"7000","Nicola Palazzi","1996-09-25","DM"
"7001","Francesco Cinotti","1986-04-14","FW"
"7002","Andrea Grandoni","1997-03-22","LB"
"7003","Danilo Rinaldi","1986-04-18","AM"
"7004","Armando Amati","1995-01-15","DM"
"7005","Sami Abouzziane","2001-09-16","FW"
"7006","Davide Vaierani","1988-09-25","MF"
"7007","Mattia Anastasi","1997-03-18","DF"
"7008","David Tomassini","2000-03-13","MF"
"7009","Coca","1989-05-21","GK"
"7010","Jesús Rubio","1994-09-09","LM"
"7011","Iván De Nova","1996-09-21","CB"
"7012","Genís Soldevila","1987-03-03","FW"
"7013","Sascha Andreu","1986-08-12","FW"
"7014","Raúl Feher","1997-03-11","CB"
"7015","Víctor Casadesús","1985-02-27","FW"
"7016","Víctor Martínez","1997-06-02","CM"
"7017","Jordi Roca Grau","1989-08-23","CB"
"7018","Ariday Cabrera","1988-09-25","CM"
"7019","Adriàn Gallego","1990-04-09","RM"
"7020","Sergi Moreno","1987-11-25","FW"
"7021","Sergi Moreno","1987-11-25","MF"
"7022","Ahmed Belhadji","1997-11-16","FW"
"7023","Ángel de la Torre","1994-11-04","FW"
"7024","Jordi Rubio","1987-11-01","DF"
"7025","Ildefons Lima","1979-12-10","DF"
"7026","Karl Andre Vallner","1998-02-28","GK"
"7027","Milan Mitrović","1988-07-01","CB"
"7028","Maximiliano Uggè","1991-09-24","CB"
"7029","Rasmus Peetson","2022-06-21","CB"
"7030","Mark Oliver Roosnupp","1997-05-11","AM"
"7031","Brent Lepistu","1993-03-25","DM"
"7032","Ernest Agyiri","1998-03-06","DM"
"7033","Robert Kirss","1994-09-03","FW"
"7034","Artur Pikk","1993-03-04","DM"
"7035","Zakaria Beglarishvili","1990-04-30","AM"
"7036","Marko Putinčanin","1987-12-16","DM"
"7037","Ellinton Antonio Costa Morais","1990-03-30","FW"
"7038","Murad Velijev","2002-03-27","FW"
"7039","Karl Rudolf Õigus","1998-11-05","FW"
"7040","Ilja Antonov","1992-12-04","MF"
"7041","Þórður Ingason","1988-03-29","GK"
"7042","Oliver Ekroth","1992-01-18","CB"
"7043","Kyle McLagan","1995-10-14","RB"
"7044","Erlingur Agnarsson","1998-03-05","FW"
"7045","Viktor Andrason","2000-02-05","RM"
"7046","Pablo Punyed","1990-04-18","CM"
"7047","Halldór Sigurðsson","1988-10-03","CB"
"7048","Júlíus Magnússon","1998-06-28","CM"
"7049","Nikolaj Hansen","1993-03-14","FW"
"7050","Davíð Atlason","1994-08-18","LB"
"7051","Kristall Máni Ingason","2002-01-18","LM"
"7052","Logi Tómasson","2000-09-12","DF"
"7053","Helgi Guðjónsson","1999-08-04","FW"
"7054","Ari Sigurpálsson","2003-03-17","FW"
"7055","Birnir Ingason","1996-12-03","FW"
"7056","Karl Friðleifur Gunnarsson","2001-07-06","DF"
"7057","Jesús Rubio","1994-09-09","LB"
"7058","Jordi Roca Grau","1989-08-23","CM"
"7059","Jordi Rubio","1987-11-01","FW"
"7060","Adriàn Gallego","1990-04-09","RB"
"7061","Jordi Betriu","1995-06-29","FW"
"7062","Oliver Ekroth","1992-01-18","RB"
"7063","Kyle McLagan","1995-10-14","CB"
"7064","Erlingur Agnarsson","1998-03-05","RM"
"7065","Viktor Andrason","2000-02-05","LM"
"7066","Kristall Máni Ingason","2002-01-18","FW"
"7067","Johan Dahlin","1986-09-08","GK"
"7068","Niklas Moisander","1985-09-29","CB"
"7069","Erdal Rakip","1996-02-13","CM"
"7070","Sergio Peña","1995-09-28","CM"
"7071","Anders Christiansen","1990-06-08","CM"
"7072","Ola Toivonen","1986-07-03","FW"
"7073","Martin Olsson","1988-05-16","LB"
"7074","Dennis Hadzikadunic","1998-07-09","CB"
"7075","Lasse Nielsen","1988-01-08","CB"
"7076","Jo Inge Berget","1990-09-11","RB"
"7077","Jonas Knudsen","1992-09-15","DF"
"7078","Felix Beijmo","1998-01-31","DF"
"7079","Hugo Larsson","2004-06-26","MF"
"7080","Patriot Sejdiu","2000-05-04","FW"
"7081","Sebastian Nanasi","2002-05-16","FW"
"7082","Logi Tómasson","2000-09-12","LB"
"7083","Karl Friðleifur Gunnarsson","2001-07-06","RB"
"7084","Davíð Atlason","1994-08-18","DF"
"7085","Connor Roberts","1992-12-07","GK"
"7086","Chris Marriott","1989-09-24","DF"
"7087","Keston Davies","1996-10-01","DF"
"7088","Ryan Astles","1994-07-01","DF"
"7089","Ryan Astles","1994-07-01","MF"
"7090","Jon Routledge","1989-11-23","CM"
"7091","Ryan Brobbel","1993-03-04","LM"
"7092","Declan McManus","1994-08-03","FW"
"7093","Daniel Redmond","1991-03-02","CM"
"7094","Jordan Williams","1992-12-12","FW"
"7095","Leo Smith","1998-05-15","RM"
"7096","Daniel Davies","1995-06-28","DF"
"7097","Adrian Cieślewicz","1990-11-16","FW"
"7098","Ben Clark","1984-11-09","MF"
"7099","Chris Johns","1995-05-13","GK"
"7100","Sam Roscoe","1998-06-16","CB"
"7101","Chris Shields","1990-12-27","CM"
"7102","Kirk Millar","1992-07-06","FW"
"7103","Joel Cooper","1996-02-29","FW"
"7104","Robbie McDaid","1996-10-22","FW"
"7105","Ben Hall","1997-01-15","CB"
"7106","Matthew Clarke","1994-03-03","LB"
"7107","Daniel Finlayson","2001-01-18","RB"
"7108","Stephen Fallon","1997-03-02","CM"
"7109","Jamie Mulgrew","1986-06-05","CM"
"7110","Kyle McClean","1998-10-03","MF"
"7111","Jordan Stewart","1995-03-31","MF"
"7112","Christopher McKee","2002-05-07","FW"
"7113","Alan Mannus","1982-05-19","GK"
"7114","Sean Hoare","1994-03-15","CB"
"7115","Pico","1992-06-16","CB"
"7116","Lee Grace","1992-11-30","CB"
"7117","Dylan Watts","1997-04-10","CM"
"7118","Ronan Finn","1987-12-21","RM"
"7119","Aaron Greene","1990-01-02","FW"
"7120","Gary O'Neill","1995-01-27","CM"
"7121","Rory Gaffney","1989-10-23","FW"
"7122","Andy Lyons","2000-08-01","LM"
"7123","Chris McCann","1987-07-21","CM"
"7124","Sean Gannon","1991-07-11","DF"
"7125","Richie Towell","1991-07-17","MF"
"7126","Justin Ferizaj","2005-01-12","MF"
"7127","Aidomo Emakhu","2003-10-26","FW"
"7128","Ibrahim Koné","1989-12-05","GK"
"7129","Gonzalo Llerena","1990-05-25","CB"
"7130","Jurgen Degabriele","1996-10-09","FW"
"7131","Dunstan Vella","1996-04-26","CM"
"7132","Zachary Grech","1999-07-21","RB"
"7133","Gabriel Mensah","1995-10-05","LM"
"7134","Thaylor Lubanzadio","1994-02-27","RM"
"7135","Joseph Zerafa","1988-05-30","LB"
"7136","Gabriel Izquier Artiles","1993-04-28","CB"
"7137","Ali Diakité","1993-03-02","CM"
"7138","Rodolfo Soares","1985-05-19","CB"
"7139","Lorenzo Fonseca","1998-01-17","DF"
"7140","Ayrton Attard","2000-11-04","FW"
"7141","Terence Groothusen","1996-09-15","FW"
"7142","Lucas Caruana","2005-09-24","MF"
"7143","Artur Rudko","1992-05-06","GK"
"7144","Joel Pereira","1996-09-27","RB"
"7145","Pedro Rebocho","1995-01-23","LB"
"7146","Jesper Karlström","1995-06-21","DM"
"7147","Mikael Ishak","1993-03-30","FW"
"7148","Antonio Milić","1994-03-10","CB"
"7149","Michał Skóraś","2000-02-15","DM"
"7150","Radosław Murawski","1994-04-22","DM"
"7151","Kristoffer Velde","1999-09-09","DM"
"7152","João Amaral","1991-09-07","AM"
"7153","Ľubomír Šatka","1995-12-02","CB"
"7154","Filip Szymczak","2002-05-06","FW"
"7155","Nika Kvekveskiri","1992-05-28","DF"
"7156","Nika Kvekveskiri","1992-05-28","MF"
"7157","Alan Czerwiński","1993-02-01","DF"
"7158","Alan Czerwiński","1993-02-01","MF"
"7159","Adriel Loua","1996-07-24","MF"
"7160","Məhəmmədəliyev Şahruddin Maqomedoviç","1994-06-12","GK"
"7161","Gara Garayev","1992-10-11","DM"
"7162","Maksim Medvedev","1989-09-29","CB"
"7163","Richard Almeida","1989-03-19","DM"
"7164","Abdellah Zoubir","1991-12-05","FW"
"7165","Leandro Andrade","1999-09-24","AM"
"7166","Kady Borges","1996-05-01","FW"
"7167","Ibrahima Wadji","1995-05-05","FW"
"7168","Marko Vešović","1991-08-28","RB"
"7169","Elvin Cəfərquliyev","2000-10-25","LB"
"7170","Kevin Medina","1993-03-08","CB"
"7171","Marko Janković","1995-07-09","MF"
"7172","Owusu Kwabena","1997-06-17","FW"
"7173","Filip Ozobić","1991-04-08","MF"
"7174","Toral Bayramov","2001-02-22","DF"
"7175","Ramil Sheydayev","1996-03-14","FW"
"7176","David Yurchenko","1986-03-27","GK"
"7177","Juninho","1995-07-29","LB"
"7178","Artak Dashyan","1989-11-20","CM"
"7179","Yusuf Otubanjo","1992-09-11","FW"
"7180","Mikhail Kovalenko","1995-01-25","RB"
"7181","Renzo Zambrano","1994-08-26","CM"
"7182","Eugeniu Cociuc","1993-05-10","CM"
"7183","Alexander González","1992-09-12","FW"
"7184","Serhiy Vakulenko","1993-09-07","CB"
"7185","Anton Bratkov","1993-05-13","CB"
"7186","David Davidyan","1997-12-14","FW"
"7187","Hovhannes Harutyunyan","1999-05-25","MF"
"7188","Gevorg Najaryan","1998-01-06","MF"
"7189","Nemanja Mladenović","1993-03-02","MF"
"7190","Uroš Nenadović","1994-01-28","FW"
"7191","Yuri Gareginyan","1994-02-03","MF"
"7192","Cristian Bălgrădean","1988-03-20","GK"
"7193","Andrei Burcă","1993-04-14","CB"
"7194","Cristian Manea","1997-08-09","RB"
"7195","Roger Junio","1996-02-29","FW"
"7196","Ciprian Deac","1986-02-16","CM"
"7197","Vito Hammershøy-Mistrati","1992-06-14","FW"
"7198","Bismark Adjei-Boateng","1994-05-10","CM"
"7199","Gabriel Debeljuh","1996-09-27","FW"
"7200","Denis Kolinger","1994-01-14","CB"
"7201","Lovro Cvek","1995-07-06","CM"
"7202","Camora","1986-11-10","LB"
"7203","Alexandru Păun","1995-04-01","FW"
"7204","Alexandru Păun","1995-04-01","MF"
"7205","Marko Dugandžić","1994-04-07","FW"
"7206","Claudiu Petrila","2000-11-06","FW"
"7207","Jefté Betancor","1993-07-06","FW"
"7208","Mihai Bordeianu","1991-11-18","MF"
"7209","Stivi Frashëri","1990-08-29","GK"
"7210","Armend Thaqi","1992-10-09","RB"
"7211","Astrit Thaçi","1993-04-19","LB"
"7212","Lumbardh Dellova","1999-01-01","CB"
"7213","Lindon Emërllahu","2002-12-07","CM"
"7214","Meriton Korenica","1996-12-14","RM"
"7215","Nazmi Gripshi","1997-07-04","LM"
"7216","Ermal Krasniqi","1998-09-07","FW"
"7217","Edvin Kuč","1993-10-27","CM"
"7218","Bajram Jashanica","1990-09-25","CB"
"7219","Albin Berisha","2001-01-13","FW"
"7220","Albion Rrahmani","2000-08-30","DF"
"7221","Qendrim Zyba","2001-02-02","MF"
"7222","Dilivio Hoffman","1997-06-10","FW"
"7223","Leonit Abazi","1993-07-04","MF"
"7224","Edvinas Gertmonas","1996-05-31","GK"
"7225","Mario Pavelic","1993-09-19","CB"
"7226","Nicolás Gorobsov","1989-11-25","CM"
"7227","Renan","1997-05-07","FW"
"7228","Petar Mamić","1996-03-05","LB"
"7229","Saulius Mikoliūnas","1984-05-01","RB"
"7230","Oliver Buff","1992-08-02","CM"
"7231","Nemanja Ljubisavljević","1996-11-25","CB"
"7232","Josip Tadić","1987-08-22","FW"
"7233","Francis Kyeremeh","1997-06-21","RM"
"7234","Fabien Ourega","1994-09-17","LM"
"7235","Donatas Kazlauskas","1994-03-31","MF"
"7236","Marko Miličković","1998-03-31","MF"
"7237","Gustas Jarusevičius","2003-05-23","MF"
"7238","Mathias Kehinde","1999-02-02","FW"
"7239","Kristijan Naumovski","1988-09-16","GK"
"7240","Blerton Sheji","2000-10-20","LB"
"7241","Gagi Margvelashvili","1996-10-29","CB"
"7242","Faustin Senghor","1994-01-02","CB"
"7243","Freddy Álvarez","1995-04-26","CM"
"7244","Sunday Adetunji","1998-08-24","FW"
"7245","Walid Hamidi","1996-10-15","CM"
"7246","Renaldo Showayne Cephas","1999-12-18","FW"
"7247","Vladica Brdarovski","1990-02-07","RB"
"7248","Mamadou Lamine Danfa","2001-03-05","FW"
"7249","Queven","1998-11-21","CM"
"7250","Pepi Gorgiev","1994-10-04","FW"
"7251","Melos Bajrami","2001-09-29","DF"
"7252","Aleks Zlatkov","2002-03-19","MF"
"7253","Dayle Coleing","1996-10-22","GK"
"7254","Scott Wiseman","1985-10-09","RB"
"7255","Bernardo Lopes","1993-07-30","CB"
"7256","Liam Walker","1988-04-12","FW"
"7257","Juampe Rico","1984-05-23","CM"
"7258","Roy Chipolina","1983-01-20","CB"
"7259","Marco Rosa","1995-11-16","CM"
"7260","Juan Francisco García Peña","1989-10-01","FW"
"7261","Mustapha Yahaya","1994-01-09","CM"
"7262","Nano","1984-10-26","FW"
"7263","Ethan Britto","2000-11-29","LB"
"7264","Kian Ronan","2001-03-08","MF"
"7265","Lee Casciaro","1981-09-29","FW"
"7266","Kike Gómez","1994-04-05","FW"
"7267","Graeme Torilla","1997-09-03","MF"
"7268","Sergio Padt","1990-06-06","GK"
"7269","Anton Nedyalkov","1993-04-29","LB"
"7270","Cicinho","1988-12-25","RB"
"7271","Alex Santana","1995-05-13","CM"
"7272","Claude Gonçalves","1994-04-09","CM"
"7273","Pieros Sotiriou","1993-01-12","FW"
"7274","Olivier Verdon","1995-10-05","CB"
"7275","Ihor Plastun","1990-08-20","CB"
"7276","Bernard Tekpetey","1997-09-03","FW"
"7277","Dominik Yankov","2000-07-27","CM"
"7278","Rick","1999-09-02","FW"
"7279","Matías Tissera","1996-09-05","FW"
"7280","Kiril Despodov","1996-11-10","FW"
"7281","Kiril Despodov","1996-11-10","MF"
"7282","Spas Delev","1989-09-22","FW"
"7283","Spas Delev","1989-09-22","MF"
"7284","Cauly Oliveira Souza","1995-09-15","MF"
"7285","Vladan Giljen","1989-12-07","GK"
"7286","Dragan Grivić","1996-02-12","RB"
"7287","Adrian Rudovic","1995-06-10","CB"
"7288","Srđan Krstović","2000-08-04","CM"
"7289","Marko Matanovic","2000-07-16","CM"
"7290","Novica Erakovic","1999-11-12","CM"
"7291","Ilija Tučević","1995-10-18","FW"
"7292","Miloš Drinčić","1999-02-14","CB"
"7293","Nikola Stijepović","1993-11-02","LB"
"7294","Zakaria Al Harish","1998-10-23","FW"
"7295","Yulian Nenov","1994-11-17","FW"
"7296","Igor Pajović","2001-05-31","DF"
"7297","Tyrone Conraad","1997-04-06","FW"
"7298","Miloš Kalezić","1993-08-09","MF"
"7299","Nikita Haikin","1995-07-11","GK"
"7300","Alfons Sampsted","1998-04-06","RB"
"7301","Marius Høibråten","1995-01-23","CB"
"7302","Brice Wembangomo","1996-12-17","LB"
"7303","Amahl Pellegrino","1990-06-18","FW"
"7304","Victor Boniface","2000-12-22","FW"
"7305","Ola Solbakken","1998-09-07","FW"
"7306","Hugo Vetlesen","2000-02-29","CM"
"7307","Ulrik Saltnes","1992-11-09","CM"
"7308","Brede Moe","1991-12-15","CB"
"7309","Elias Hagen","2000-01-20","CM"
"7310","Japhet Sery","2000-04-09","DF"
"7311","Runar Espejord","1996-02-26","FW"
"7312","Anders Konradsen","1990-07-18","MF"
"7313","Sondre Sørli","1995-10-30","FW"
"7314","Sondre Sørli","1995-10-30","MF"
"7315","Joel Mugisha","2002-11-12","FW"
"7316","Mathias Rosenørn","1993-05-10","GK"
"7317","Patrick da Silva","1994-10-23","LB"
"7318","Deni Pavlović","1993-09-01","RB"
"7319","Jesper Brinck","1989-03-21","CB"
"7320","Mads Mikkelsen","1999-12-11","FW"
"7321","Jákup Andreasen","1998-05-31","CM"
"7322","Páll Klettskarð","1990-05-17","FW"
"7323","Jóannes Bjartalíð","1996-07-09","CM"
"7324","René Joensen","1993-02-07","CM"
"7325","Heini Vatnsdal","1991-10-18","CB"
"7326","Claes Kronberg","1987-04-19","FW"
"7327","Árni Frederiksberg","1992-06-12","MF"
"7328","Jóannes Danielsen","1997-09-10","FW"
"7329","Anders Holvad","1990-06-24","FW"
"7330","Conor Hazard","1998-03-05","GK"
"7331","Arttu Hoskonen","1997-04-15","CB"
"7332","Matti Peltola","2002-07-03","RM"
"7333","Miro Tenho","1995-04-02","CB"
"7334","Manuel Martic","1995-08-15","CM"
"7335","Bojan Radulovic","1999-12-29","FW"
"7336","Murilo","1995-12-02","LM"
"7337","Santeri Väänänen","2002-01-01","CM"
"7338","Jukka Raitala","1988-09-14","CB"
"7339","Pyry Soiri","1994-09-22","FW"
"7340","Anthony Olusanya","2000-09-07","FW"
"7341","Casper Terho","2003-06-24","MF"
"7342","Përparim Hetemaj","1986-12-12","MF"
"7343","Vytautas Černiauskas","1989-03-11","GK"
"7344","Vladislavs Sorokins","1997-05-09","RB"
"7345","Artūrs Zjuzins","1991-06-18","CM"
"7346","Emerson Santana","1999-07-27","FW"
"7347","Andrej Ilic","2000-04-02","FW"
"7348","Tomislav Šarić","1990-06-24","CM"
"7349","Petr Mareš","1991-01-17","LB"
"7350","Stefan Panić","1992-09-19","CM"
"7351","Kevin Friesenbichler","1994-05-06","FW"
"7352","Žiga Lipušček","1997-01-04","CB"
"7353","Vitālijs Jagodinskis","1992-02-28","CB"
"7354","Ismael Diomandé","2003-12-07","FW"
"7355","Renārs Varslavāns","2001-08-23","MF"
"7356","Aleksandr Mokin","1981-06-18","GK"
"7357","Askhat Tagybergen","1990-08-09","CM"
"7358","Zoran Tošić","1987-04-28","FW"
"7359","Samat Zharynbetov","1994-01-04","CM"
"7360","Rúben Brígido","1991-06-23","FW"
"7361","Bagdat Kairov","1993-04-26","RB"
"7362","Serhiy Malyi","1990-06-05","CB"
"7363","Dušan Jovančić","1990-10-19","CM"
"7364","Žarko Tomašević","1990-02-22","CB"
"7365","Aybar Zhaksylykov","1997-07-27","FW"
"7366","Aleksa Amanović","1996-10-23","LB"
"7367","Serikzhan Muzhikov","1989-06-16","MF"
"7368","Miljan Vukadinović","1992-12-26","MF"
"7369","Igor Sergeev","1993-04-29","FW"
"7370","Dénes Dibusz","1990-11-16","GK"
"7371","Samy Mmaee","1996-09-07","CB"
"7372","Tokmac Nguen","1993-10-20","FW"
"7373","Adnan Kovačević","1993-09-09","CB"
"7374","Kristoffer Zachariassen","1994-10-27","AM"
"7375","Eldar Ćivić","1996-05-27","LB"
"7376","Bálint Vécsei","1993-07-13","DM"
"7377","Adama Traoré","1995-06-05","FW"
"7378","Endre Botka","1994-08-25","RB"
"7379","Franck Boli","1993-12-07","FW"
"7380","Aïssa Laïdouni","1996-12-12","DM"
"7381","Anderson Esiti","1994-05-24","MF"
"7382","Henry Wingo","1995-10-04","DF"
"7383","Henry Wingo","1995-10-04","MF"
"7384","Marquinhos","1999-10-23","MF"
"7385","Lucas Fox","2000-10-01","GK"
"7386","Manuel da Costa","1986-05-06","CB"
"7387","Aldin Skenderovic","1997-06-27","RB"
"7388","Jules Diouf","1992-03-04","CB"
"7389","Eliot Gashi","1995-04-15","DM"
"7390","Filip Bojić","1992-10-04","DM"
"7391","Mohcine Hassan Nader","1994-09-30","AM"
"7392","Charles Morren","1992-02-28","DM"
"7393","Dejvid Sinani","1993-04-01","DM"
"7394","Samir Hadji","1989-09-12","FW"
"7395","Mehdi Kirch","1990-01-27","LB"
"7396","Vova","1985-12-29","MF"
"7397","Francisco Ninte","2003-04-19","FW"
"7398","Hugo Antunes","2004-01-06","MF"
"7399","Sylvio Ouassiero","1994-05-07","DF"
"7400","Chris Stumpf","1994-08-28","DF"
"7401","Visar Bekaj","1997-05-23","GK"
"7402","Kristijan Toshevski","1994-05-06","LB"
"7403","Filip Najdoski","1992-09-12","CB"
"7404","Albano Aleksi","1992-10-09","CB"
"7405","Ennur Totre","1996-10-28","RB"
"7406","Vesel Limaj","1996-11-30","LM"
"7407","Marsel Ismajlgeci","2000-03-13","CM"
"7408","Redon Xhixha","1998-07-14","CM"
"7409","Jocelin Behiratche","2000-05-07","RM"
"7410","Devid","1996-03-27","FW"
"7411","Taulant Seferi","1996-11-14","FW"
"7412","Florent Hasani","1997-03-29","MF"
"7413","Klevi Qefalija","2003-12-12","MF"
"7414","Josip Condric","1993-08-27","GK"
"7415","Hrvoje Barišić","1991-02-03","CB"
"7416","Josip Ćorluka","1995-03-03","RB"
"7417","Ivan Jukić","1996-06-20","AM"
"7418","Almir Bekić","1989-05-31","LB"
"7419","Igor Savić","2000-10-07","DM"
"7420","Mario Čuže","1999-04-24","AM"
"7421","Petar Sucic","2003-10-25","DM"
"7422","Marin Magdic","1999-04-13","CB"
"7423","Mario Tičinović","1991-08-20","AM"
"7424","Nemanja Bilbija","1990-11-02","FW"
"7425","Damir Zlomislić","1991-07-20","MF"
"7426","Nikola Mandić","1995-03-19","FW"
"7427","Matija Malekinušić","1999-01-27","FW"
"7428","Memija Kerim","1996-01-06","DF"
"7429","Karlo Kamenar","1994-03-15","MF"
"7430","Razak Abalora","1996-09-03","GK"
"7431","Patrick Kpozo","1997-07-15","LB"
"7432","Stjepan Radeljić","1997-09-05","CB"
"7433","Abou Ouattara","1999-12-26","FW"
"7434","Cédric Badolo","1998-11-04","CM"
"7435","Gaby Kiki","1995-02-15","CB"
"7436","Moussa Kyabou","1998-04-18","CM"
"7437","Regi Lushkja","1996-05-16","CM"
"7438","Renan Guedes","1998-01-19","RB"
"7439","Ibrahim Rasheed","1999-05-09","FW"
"7440","Momo Yansané","1997-07-29","FW"
"7441","Keston Julien","1998-10-26","DF"
"7442","Pernambucor","1998-04-28","MF"
"7443","Iyayi Atiemwen","1996-01-24","MF"
"7444","Menno Bergsen","1999-08-26","GK"
"7445","Marko Božič","1998-05-14","AM"
"7446","Gregor Sikošek","1994-02-13","LB"
"7447","Jan Repas","1997-03-18","DM"
"7448","Ivan Brnić","2001-08-23","FW"
"7449","Roko Baturina","2000-06-19","FW"
"7450","Max Watson","1996-02-03","CB"
"7451","Martin Milec","1991-09-20","RB"
"7452","Antoine Makoumbou","1998-07-18","DM"
"7453","Nemanja Mitrović","1992-10-14","CB"
"7454","Nino Žugelj","2000-05-22","FW"
"7455","Rok Kronaveter","1986-12-07","MF"
"7456","Rok Sirk","1993-09-10","FW"
"7457","Ignacio Guerrico","1998-07-09","MF"
"7458","Maksim Plotnikaŭ","1998-01-29","GK"
"7459","Nikola Antić","1994-01-04","LB"
